data_type,N,D,p,data_seed,train_seed,n_components,n_prototypes_kept,n_items_kept,n_items_dropped,rsa_optB_spearman,rsa_optB_pearson,trustworthiness,continuity,cka,mqe,condition_id
manifold,1000,784,20,14,14007,1,20,1000,0,0.6719649983047578,0.6932314800781985,0.8926648268941295,0.9263120923231309,0.5292671275303227,36.87651032351662,manifold_N1000_D784_p20
manifold,1000,784,20,14,14008,1,20,1000,0,0.6566470865260998,0.6820865605266038,0.8930707476166583,0.9200100351229302,0.5278470610784389,36.77622168784517,manifold_N1000_D784_p20
manifold,1000,784,20,14,14009,1,20,1000,0,0.678969362658692,0.7017057020626867,0.8974927245358756,0.9186864024084295,0.5234170299156632,36.929556595116594,manifold_N1000_D784_p20
manifold,1000,10,40,15,15000,1,40,1000,0,0.851762236951821,0.8807855842695216,0.9408273958855996,0.9470170597089814,0.7485666997894327,3.3584483309201967,manifold_N1000_D10_p40
manifold,1000,10,40,15,15001,1,40,1000,0,0.8486705527781024,0.8757124299147945,0.9393998996487707,0.9515785248369293,0.7607044771257627,3.3732700222580534,manifold_N1000_D10_p40
manifold,1000,10,40,15,15002,1,40,1000,0,0.8493309074825773,0.8760612923623099,0.9450637230306072,0.9481580531861515,0.7617800935875967,3.3565826789213524,manifold_N1000_D10_p40
manifold,1000,10,40,15,15003,1,40,1000,0,0.8477849137188134,0.8735078612486727,0.9394019066733568,0.9496768690416457,0.748488562472221,3.363752662134217,manifold_N1000_D10_p40
manifold,1000,10,40,15,15004,1,40,1000,0,0.8515629888101,0.8786124434018389,0.9432920220772705,0.948509784244857,0.7485012561088202,3.365731491672116,manifold_N1000_D10_p40
manifold,1000,10,40,15,15005,1,40,1000,0,0.8406063077999881,0.8699936027543147,0.9443166081284495,0.9507345709984947,0.7693623552473436,3.3725995704993665,manifold_N1000_D10_p40
manifold,1000,10,40,15,15006,1,40,1000,0,0.8474341921335417,0.8753195868063711,0.9456236828901154,0.9479708981435022,0.7418074869075358,3.3590424201899345,manifold_N1000_D10_p40
manifold,1000,10,40,15,15007,1,40,1000,0,0.8513326202331483,0.8788383959934928,0.9438745609633719,0.9494400401404918,0.7596686442497231,3.3684044474008688,manifold_N1000_D10_p40
manifold,1000,10,40,15,15008,1,40,1000,0,0.8461811711569343,0.8749216945063455,0.9438705469141997,0.9475745107877571,0.7307284495882888,3.368167787006345,manifold_N1000_D10_p40
manifold,1000,10,40,15,15009,1,40,1000,0,0.8522484305138813,0.8785703536158015,0.9470647265429002,0.9486678374310086,0.7407384998083136,3.3596247767683782,manifold_N1000_D10_p40
manifold,1000,100,40,16,16000,1,40,1000,0,0.7228188845656225,0.7445833311430992,0.9448625188158555,0.9469006522829905,0.6344749872779541,10.929483457330294,manifold_N1000_D100_p40
manifold,1000,100,40,16,16001,1,40,1000,0,0.7304002780786492,0.7504558217559946,0.9403938785750126,0.94419568489714,0.603006212832669,10.977859176265957,manifold_N1000_D100_p40
manifold,1000,100,40,16,16002,1,40,1000,0,0.7321773936479102,0.7523375928478582,0.9433557451078776,0.9501936778725539,0.6323327104483428,10.96936804377837,manifold_N1000_D100_p40
manifold,1000,100,40,16,16003,1,40,1000,0,0.7351806272217751,0.7549869199086111,0.9454400401404918,0.9493943803311591,0.6256071687998143,10.872792894821995,manifold_N1000_D100_p40
manifold,1000,100,40,16,16004,1,40,1000,0,0.7297876879571878,0.7494737903695363,0.9435990968389363,0.9414565980933266,0.5970174948916048,10.980449994149046,manifold_N1000_D100_p40
manifold,1000,100,40,16,16005,1,40,1000,0,0.7332550076043803,0.7521030540047825,0.9456196688409433,0.9474204716507777,0.6073971173467423,10.854994504118427,manifold_N1000_D100_p40
manifold,1000,100,40,16,16006,1,40,1000,0,0.7301956770809339,0.7516344360525904,0.9442277972905169,0.952904164576016,0.6132056398154898,10.931699887941587,manifold_N1000_D100_p40
manifold,1000,100,40,16,16007,1,40,1000,0,0.7368235641149943,0.756306333839641,0.9465253386853989,0.9499312594079278,0.6260597960085547,10.867675694205678,manifold_N1000_D100_p40
manifold,1000,100,40,16,16008,1,40,1000,0,0.7253207701999407,0.7465072466874327,0.9403878575012544,0.9416001003512293,0.6139296369625522,11.046742638112034,manifold_N1000_D100_p40
manifold,1000,100,40,16,16009,1,40,1000,0,0.7216053249595923,0.7425753286681394,0.9453442047165078,0.952371801304566,0.6371291247272519,10.924853769192826,manifold_N1000_D100_p40
manifold,1000,784,40,17,17000,1,40,1000,0,0.7094951014131158,0.7328827805101596,0.9387646763672854,0.9456322127446062,0.5895670171641669,32.044277114762146,manifold_N1000_D784_p40
manifold,1000,784,40,17,17001,1,40,1000,0,0.7269849534203576,0.7478786017431585,0.9392097340692424,0.9495102860010035,0.588790947743957,32.11859100990897,manifold_N1000_D784_p40
manifold,1000,784,40,17,17002,1,40,1000,0,0.7092196022239382,0.7331475891901682,0.9417581535373808,0.946316106372303,0.5924063695098406,32.02875874629582,manifold_N1000_D784_p40
manifold,1000,784,40,17,17003,1,40,1000,0,0.7150767268177238,0.7389578505418765,0.9390100351229302,0.9468153537380833,0.5770529972418353,32.011984419477024,manifold_N1000_D784_p40
manifold,1000,784,40,17,17004,1,40,1000,0,0.7079064709637398,0.7330649915801063,0.9422448569994982,0.9446001003512293,0.5859380580672311,31.986983488541334,manifold_N1000_D784_p40
manifold,1000,784,40,17,17005,1,40,1000,0,0.6944538281831225,0.7203826866266422,0.939686904164576,0.945900150526844,0.5986795808231254,31.920945027384533,manifold_N1000_D784_p40
manifold,1000,784,40,17,17006,1,40,1000,0,0.7075157874408401,0.7287606173304781,0.9400270948319117,0.9411053687907677,0.5725959108733032,31.89064423516311,manifold_N1000_D784_p40
manifold,1000,784,40,17,17007,1,40,1000,0,0.7012478736420492,0.726210494518921,0.941039136979428,0.9479473156046162,0.6062743615947287,32.12541449389596,manifold_N1000_D784_p40
manifold,1000,784,40,17,17008,1,40,1000,0,0.720504804207512,0.7426715323294858,0.9406131460110386,0.9466502759658806,0.6034081487636764,32.114652084036706,manifold_N1000_D784_p40
manifold,1000,784,40,17,17009,1,40,1000,0,0.7175437341919677,0.7407234321513294,0.9423040642247867,0.9447691921726041,0.598390813896934,32.07178879361795,manifold_N1000_D784_p40
